-0.0868714	-0.160788	-0.0786658	0.093516	0.213512	0.264423	0.264658	0.275459	0.238077	0.256489	0.165883	0.119135	-0.00789353	-0.0954726	-0.0532992	-0.0511884	-0.0751547	-0.0341612	0.00906915	0.0451083	0.0807309	0.0939355	0.105633	0.123101	0.104406	0.0921619	0.0562338	0.0197726	-0.0532301	-0.0344766	-0.0471866	-0.0361116	-0.0222727	-0.00180389	0.0209648	0.0142165	0.0478997	0.0349065	0.0536053	0.0470982	0.0300387	-0.00430897	-0.0195148	-0.0315619	-0.0278691	-0.0168412	-0.0124079	-0.00987894	0.00756509	-0.00126089	0.0311228	0.0186039	0.0206071	-0.0050364	-0.0182946	-0.0286778	-0.0285551	-0.00714163	-0.0236211	0.0087763	-0.00313654	0.0344917	0.0233998	0.0369436	0.0137409	-0.0340859	-0.0293405	-0.0440744	-0.0190355	-0.0149572	0.00904537	0.0246038	0.0245371	0.0424495	0.0325219	-0.0304931	-0.0487187	-0.0421605	-0.0126509	0.0149491	0.0403848	0.0867888	0.0990068	0.106266	-0.0406898	-0.0620904	-0.0634533	-0.0143604	0.0361466	0.083682	0.104361	0.159636	-0.0392327	-0.0731164	-0.0499135	-0.0146226	0.0606828	0.0863826	0.128612	-0.0407293	-0.0739873	-0.0669327	-0.0205887	0.0112899	0.0820113	-0.0580557	-0.102451	-0.0856689	-0.0496506	0.0438909	-0.0508597	-0.107923	-0.0973691	0.00476659	-0.0577436	-0.132596	-0.0576641	-0.0873712	-0.131399	-0.0855933	
-0.0921972	-0.0832779	0.0584779	0.173227	0.251488	0.294931	0.344645	0.324997	0.326701	0.281808	0.238852	0.108825	-0.0143919	-0.142798	-0.0834559	-0.083768	-0.112498	-0.0222973	0.104949	0.170993	0.265554	0.29235	0.309344	0.311067	0.298735	0.204026	0.137067	-0.0025453	-0.095293	-0.0723629	-0.111654	-0.0623836	0.0370714	0.135707	0.212275	0.271919	0.295381	0.321697	0.267411	0.235839	0.12723	-0.00307445	-0.0590183	-0.123192	-0.0989437	0.0168395	0.105588	0.184243	0.247725	0.300289	0.290636	0.312748	0.210456	0.132041	-0.0491764	-0.107567	-0.0711347	-0.000446202	0.108286	0.17306	0.249861	0.264229	0.28629	0.23076	0.156447	-0.0542093	-0.0874112	-0.0787933	-0.00183508	0.0516819	0.13632	0.163351	0.209806	0.162213	0.123457	-0.0339612	-0.0672347	-0.0637711	-0.0219666	0.0573201	0.0979368	0.154135	0.128547	0.108579	-0.0368662	-0.0624792	-0.0322071	0.0405372	0.0692756	0.111629	0.112192	0.109294	-0.0353315	-0.0605103	-0.0320676	0.0280409	0.0731241	0.109642	0.127725	-0.0383608	-0.0519184	-0.0208238	0.0208635	0.0715709	0.10615	-0.0490734	-0.0739525	-0.0629055	-0.0077515	0.0450979	-0.0315989	-0.0617805	-0.068404	-0.0100158	-0.0397971	-0.0751777	-0.0683532	-0.0529317	-0.0944571	-0.0526049	
-0.0440058	-0.0682173	-0.00932903	0.0439093	0.136353	0.135644	0.181771	0.180718	0.157321	0.116655	0.0723041	-0.00738538	-0.0542228	-0.0810724	-0.0448276	-0.0522186	-0.0866097	-0.0308151	0.0209919	0.0993038	0.15427	0.188629	0.199347	0.195574	0.170546	0.107694	0.041337	-0.0507904	-0.0953468	-0.05266	-0.106059	-0.055849	0.0295192	0.124577	0.186844	0.236692	0.233387	0.254989	0.191921	0.145787	0.0494968	-0.0403017	-0.0546902	-0.113957	-0.0423115	0.0451821	0.159614	0.206206	0.262033	0.273375	0.271138	0.236005	0.178963	0.0964744	-0.0555821	-0.104586	-0.0558687	0.0703057	0.149544	0.221485	0.282189	0.295283	0.261593	0.272056	0.182642	-0.0707423	-0.111913	-0.0525339	0.047069	0.143417	0.196385	0.265359	0.260091	0.281354	0.228463	-0.0568165	-0.101071	-0.0495512	0.0421065	0.130403	0.203238	0.205673	0.272467	0.240995	-0.0538711	-0.0880252	-0.0500804	0.0154476	0.123224	0.16679	0.235251	0.25132	-0.0533816	-0.115962	-0.0761653	0.01714	0.0911828	0.196147	0.234286	-0.0596039	-0.113166	-0.0621481	0.0257312	0.153615	0.227123	-0.0812505	-0.126795	-0.0629491	0.0849109	0.176386	-0.0681556	-0.123341	-0.034771	0.0860585	-0.064289	-0.100691	-0.0415335	-0.0442545	-0.0709516	-0.0390722	
-0.0282852	-0.0530956	-0.0147151	0.0274896	0.0688129	0.122168	0.109317	0.118507	0.0844394	0.0569484	0.0129201	-0.00574113	-0.0436756	-0.0560853	-0.0299746	-0.0383407	-0.0477812	-0.0342518	-0.0035826	0.0312726	0.0462514	0.0501823	0.0666941	0.0435508	0.0289724	0.0155053	-0.0235569	-0.0441035	-0.0460396	-0.0332637	-0.0440131	-0.0298783	0.0197409	0.0702458	0.118334	0.0969265	0.115464	0.0853127	0.0840049	0.0208852	-0.0080562	-0.047503	-0.0395678	-0.0737751	-0.0235105	0.0306007	0.0971632	0.154207	0.16228	0.170871	0.187101	0.121457	0.10358	0.0395058	-0.0429065	-0.0870368	-0.0561271	0.0276516	0.0792024	0.150165	0.158662	0.207774	0.181577	0.164664	0.130308	-0.0522401	-0.0871753	-0.0505352	0.00333573	0.0750304	0.117556	0.182875	0.159479	0.208067	0.175611	-0.0461637	-0.0901904	-0.073729	-0.0202584	0.0368852	0.122662	0.149686	0.190808	0.202603	-0.0490879	-0.0915565	-0.0880135	-0.029878	0.0623427	0.12059	0.196304	0.22285	-0.0483614	-0.109013	-0.0697954	0.0236506	0.0918085	0.173485	0.226372	-0.0494904	-0.0982383	-0.0332512	0.0262214	0.13096	0.183332	-0.0628545	-0.0979659	-0.0704654	0.0229833	0.0876558	-0.0301318	-0.0622956	-0.0534893	-0.0177688	-0.0340112	-0.0555098	-0.0453811	-0.0524591	-0.0765659	-0.055584	
-0.0457693	-0.0957001	-0.0526212	0.0156954	0.0804256	0.138732	0.192202	0.18781	0.181192	0.175515	0.101516	0.0519103	-0.0476006	-0.0816648	-0.0472311	-0.0538334	-0.0739631	-0.0105166	0.066675	0.130692	0.152631	0.177568	0.152151	0.162849	0.0873231	0.0565975	-0.0241589	-0.0736263	-0.0802856	-0.032985	-0.0393469	-0.0440672	-0.0135527	0.0123016	0.0442106	0.0424714	0.042473	0.00621582	0.0463737	-0.0189425	-0.0273581	-0.0432966	-0.0284057	-0.0543172	-0.0210201	0.0374473	0.0700505	0.102077	0.119798	0.119237	0.109704	0.0566845	0.041895	-0.00743362	-0.0393035	-0.0581077	-0.00908928	0.0592231	0.10577	0.163679	0.155773	0.203735	0.13643	0.135612	0.0594357	-0.0557171	-0.0788266	-0.026954	0.0359872	0.106726	0.128836	0.194164	0.163858	0.165729	0.120515	-0.0461014	-0.0835086	-0.0447531	0.0204328	0.058354	0.142051	0.143158	0.163651	0.128008	-0.0425445	-0.0669281	-0.0674443	-0.0134829	0.0654976	0.0908579	0.127473	0.128692	-0.0399408	-0.0788277	-0.0569657	0.019241	0.0639801	0.127946	0.147803	-0.0474467	-0.0905002	-0.0427957	0.0428705	0.135128	0.170183	-0.0638149	-0.0749846	-0.00777354	0.0697819	0.134377	-0.0458373	-0.0797481	-0.0249814	0.0424828	-0.0563383	-0.103612	-0.0660081	-0.0785382	-0.129203	-0.0780165	
-0.0849717	-0.11741	0.0406338	0.207436	0.30206	0.347934	0.379492	0.377914	0.360373	0.300641	0.184242	0.0727831	-0.0813684	-0.159046	-0.0869772	-0.100367	-0.106381	0.0710151	0.21306	0.289882	0.348905	0.389661	0.367735	0.371327	0.296722	0.229566	0.112798	-0.0129885	-0.136167	-0.101237	-0.093987	0.0561559	0.173212	0.287163	0.355218	0.407958	0.417929	0.398424	0.344627	0.27934	0.201329	0.0474767	-0.094125	-0.143541	-0.018789	0.127891	0.274332	0.321844	0.407891	0.394961	0.389496	0.350027	0.315358	0.227845	-0.0840257	-0.148771	-0.0093894	0.131013	0.256045	0.307915	0.33256	0.340857	0.3193	0.306563	0.24653	-0.0758392	-0.100304	-0.0203479	0.0648933	0.134477	0.192924	0.184846	0.238943	0.193024	0.173443	-0.040838	-0.0880735	-0.0616792	-0.0224381	0.0802468	0.129324	0.182538	0.177919	0.156562	-0.0481338	-0.0892758	-0.0281574	0.0770747	0.111074	0.174854	0.150536	0.14969	-0.0285747	-0.0463101	-0.0102467	0.0130822	0.0623919	0.0758173	0.0667798	-0.0288636	-0.0306612	-0.0301945	0.0275208	0.0334819	0.0699312	-0.0395059	-0.0536044	-0.0210766	0.00640525	0.0445349	-0.0261441	-0.0363976	-0.0506577	-0.0101246	-0.0356272	-0.0605573	-0.036844	-0.0503093	-0.0716423	-0.046063	
-0.0301752	-0.0376681	-0.0261926	0.00222897	0.015664	0.06562	0.0660926	0.0832973	0.101913	0.0384712	0.0401881	-0.0247105	-0.0444069	-0.0538288	-0.0325046	-0.0369165	-0.0510891	-0.0418025	-0.0217079	0.0379232	0.10102	0.133669	0.153779	0.109784	0.103148	0.0370609	-0.00560759	-0.0546011	-0.056333	-0.042766	-0.0790193	-0.0699619	-0.0138622	0.0767097	0.120624	0.199929	0.159234	0.181996	0.125042	0.0748994	0.00471896	-0.0242763	-0.0433933	-0.097706	-0.0609869	0.0167665	0.11784	0.177755	0.199834	0.227078	0.193234	0.168741	0.0897851	0.0446923	-0.0447143	-0.105701	-0.042597	0.0353338	0.164534	0.19123	0.234922	0.254858	0.216775	0.196743	0.129051	-0.0651497	-0.104821	-0.022668	0.079271	0.162366	0.222209	0.2516	0.243055	0.215392	0.198454	-0.0574839	-0.0842288	0.0264982	0.11902	0.16932	0.235698	0.242969	0.246291	0.24273	-0.0570909	-0.079266	-0.0245419	0.0259198	0.12111	0.15115	0.196948	0.225672	-0.0440983	-0.0829181	-0.0783337	-0.0152109	-0.00380612	0.054799	0.0895726	-0.0254628	-0.0457209	-0.0265392	-0.00986998	0.023409	0.0556309	-0.0546397	-0.0737654	-0.0539073	0.0206757	0.0910067	-0.0502003	-0.090227	-0.0353452	0.0569585	-0.0651648	-0.116238	-0.0361633	-0.0873662	-0.111621	-0.0708082	
-0.0492634	-0.0831403	-0.0536241	0.0354262	0.0905638	0.149764	0.163015	0.19575	0.183752	0.167517	0.122914	0.0522537	-0.033859	-0.0906287	-0.0493789	-0.0519439	-0.0877579	-0.0677585	0.0161014	0.043478	0.148865	0.169646	0.207612	0.195802	0.164717	0.103346	0.0289371	-0.0650912	-0.0900778	-0.0469927	-0.0871049	-0.0873305	-0.01242	0.0552512	0.157952	0.186474	0.231547	0.197372	0.157046	0.0978895	-0.00516168	-0.0655802	-0.0420054	-0.0890632	-0.0710696	0.0370018	0.136265	0.183542	0.259043	0.227174	0.212372	0.152768	0.0736034	-0.0245187	-0.0407102	-0.0892546	-0.0234016	0.0745879	0.182286	0.245456	0.25821	0.261693	0.193433	0.156142	0.0422084	-0.0659611	-0.10355	0.00535937	0.103347	0.206486	0.219462	0.243751	0.209283	0.176815	0.0888489	-0.0470003	-0.0769354	-0.00364589	0.0742802	0.126792	0.17375	0.153245	0.166014	0.0985161	-0.0357819	-0.0592052	-0.0252752	0.0222185	0.0604407	0.0954147	0.118526	0.0926023	-0.0338765	-0.0705326	-0.0417471	-0.0121737	0.01419	0.0798113	0.109124	-0.0396564	-0.0732989	-0.0840394	-0.0210806	0.0659479	0.12776	-0.0586544	-0.113195	-0.081003	0.0242798	0.13239	-0.0547956	-0.100581	-0.0395637	0.0847547	-0.0596156	-0.0951632	-0.0143985	-0.0731065	-0.114651	-0.0509479	
-0.0365791	-0.058616	-0.0412495	0.0389678	0.0487864	0.11648	0.109903	0.10395	0.106228	0.0585384	0.022795	-0.000172899	-0.0537396	-0.0587386	-0.0344277	-0.0414546	-0.0575424	-0.0440688	0.0050445	0.0423688	0.115597	0.126181	0.162386	0.111199	0.131119	0.0708254	0.0210953	-0.0497245	-0.0776886	-0.0477479	-0.0806017	-0.0682068	0.0133275	0.0930384	0.113472	0.198897	0.171051	0.193803	0.162857	0.116708	0.0339096	-0.0348018	-0.0428831	-0.092918	-0.0676723	-0.00518727	0.0631264	0.140445	0.169539	0.221908	0.204351	0.203584	0.130639	0.0722723	-0.0417656	-0.0924744	-0.0573025	-0.00424642	0.11622	0.139545	0.228458	0.23783	0.247588	0.213203	0.175346	-0.0599659	-0.10562	-0.05504	0.0242629	0.112679	0.17626	0.216551	0.273004	0.225245	0.227878	-0.0459269	-0.0940475	-0.0432637	-0.00117634	0.0785688	0.150217	0.157331	0.174122	0.157104	-0.0329155	-0.0516573	-0.0500785	-0.0194707	0.0228699	0.0625152	0.085417	0.121121	-0.0374281	-0.0822888	-0.0556418	0.00894045	0.05756	0.122293	0.182546	-0.0464103	-0.0939364	-0.0671122	0.0159299	0.0934607	0.175744	-0.0660757	-0.0987985	-0.0635866	0.0415451	0.135937	-0.0583802	-0.109837	-0.0515753	0.0706959	-0.075045	-0.149225	-0.0132102	-0.0976861	-0.0787874	-0.0929493	
-0.0915407	-0.135111	-0.0291879	0.141212	0.215145	0.327725	0.34564	0.377609	0.339867	0.330248	0.258672	0.169446	0.0139725	-0.123563	-0.0848048	-0.0879071	-0.130063	-0.0262514	0.12537	0.204122	0.283241	0.316566	0.309264	0.314848	0.256997	0.185723	0.0929823	-0.0269094	-0.122548	-0.0633625	-0.0937656	-0.0291778	0.0528823	0.146553	0.194115	0.197212	0.209211	0.185051	0.141113	0.048118	-0.0229798	-0.074476	-0.0310594	-0.0498087	-0.0366312	-0.00252549	0.0542979	0.0688399	0.139755	0.129996	0.102396	0.0551898	0.0193142	-0.0176778	-0.0264883	-0.057538	-0.058264	-0.024282	0.0298993	0.0940317	0.111272	0.131353	0.09258	0.0736388	0.0198327	-0.0388373	-0.068219	-0.0317444	-0.00115234	0.0668691	0.0906167	0.110473	0.0627712	0.0682652	0.00763108	-0.0266969	-0.0449299	-0.0258333	-0.009664	0.0178469	0.0577979	0.0571816	0.0760161	0.0518152	-0.0317837	-0.0461915	-0.0547069	-0.000441847	0.0408351	0.0718097	0.100332	0.0826692	-0.0284035	-0.0598965	-0.037139	-0.0164171	0.0271007	0.0653525	0.109576	-0.0304499	-0.0481373	-0.0352032	9.51766e-05	0.0577643	0.105496	-0.0447453	-0.0752643	-0.0616837	-0.0085141	0.0520463	-0.0399635	-0.0857873	-0.064292	0.00961731	-0.0456031	-0.0850332	-0.0375177	-0.0447982	-0.044844	-0.0334382	
